name,price
"Acer Predator Helios 300 / i5 11th Gen / RTX 3060 /16GB RAM / 512GB SSD / 15.6"" QHD 165Hz Display","Rs. 160,390"
"2023 - ASUS Vivobook Go E1404 - (Ryzen 5 7520U, 14"" FHD Display, 8GB, 512GB SSD, Magic Numpad, Win11, 2 Yrs Int'l Warranty)","Rs. 76,000"
MSI Modern 14 B10MW | 10th Gen i7 10510U | 8GB RAM | 256GB SSD | Intel UHD | Win 10,"Rs. 115,000"
"Acer Aspire 3 15 2023 AMD Ryzen 3 7320U - 4GB DDR5 RAM- 256GB SSD Storage - AMD Radeon Graphics - 15.6"" FHD Display - Silver","Rs. 48,999"
Dell Latitude 5480 Intel Core I5 6th Gen 2.4 GHz Processor 8 GB RAM 256 GB SSD 14 Inch Screen,"Rs. 39,999"
"Dell Vostro 3520 Core i5 12th Gen /16GB RAM/512GBSSD/15.6""FHD/ Nvidia MX550 2GB GFX","Rs. 81,999"
Dell Vostro 3400 i3 11th Gen / 8GB RAM / 256GB SSD / 14 inch Display Laptop,"Rs. 46,999"
"Lenovo Flex 5 Ryzen 5 5500U/ 8GB RAM/512GB SSD/ 14"" 360 Rotate Touch/ Win 11/ Stylus Pen Included","Rs. 84,499"
"Asus ZenBook S13 OLED 2023 UX5304VA i7 13th Gen / 16GB RAM / 1TB SSD / 13.3"" OLED 2.8K display","Rs. 220,870"
Apple MacBook Air 15 inch M2 256GB - Oliz Store,"Rs. 209,999"
"HP Laptop Pavilion 14-ek0033dx | Intel Core i5 12th Gen | 8GB RAM | 512GB SSD | 14"" FHD Touch","Rs. 94,999"
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor - 16GB DDR4 Memory - 512GB NVMe SSD - NVIDIA RTX 3050 4GB Graphics - 15.6"" FHD 165Hz Display - Windows 11 Home -  RGB Backlit Keyboard","Rs. 115,999"
"Dell G5 15 G5500 2020 i7 10Th Gen / 16GB RAM / 1TB SSD / RTX 2060 6GB / 15.6"" FHD 144Hz Display","Rs. 165,000"
Honor Magicbook X15,"Rs. 65,000"
Lenovo Ideapad 3 | Core i3- 1115G4  | 8GB RAM | 256GB SSD | 14” FHD,"Rs. 54,000"
"Asus Exportbook b1 400cea core i5  11th gen 24gb ram 1tb nvme ssd full hd ips display intel irix xe graphic  finger print reader backlit keyboard 14""","Rs. 78,500"
"HP Laptop 15.6""  Intel® Core™ i3-10110U  4 GB DDR4 RAM + 256GB SSD    Windows 10 Home  & McAfee LiveSafe™  Softwear","Rs. 65,000"
"Asus Expertbook P14 I3 11 Generation 8GB RAM 256GB SSD 14.0"" FHD Backlit FPR - OTE","Rs. 58,000"
"Asus Vivobook 15 | 12th Gen Intel Core i5 | 8GB RAM 512GB SSD | 15.6"" FHD WV | Backlit | Fingerprint | Blue","Rs. 82,000"
"Lenovo Ideapad 3 / INTEL CELERON PROCESSOR / 4GB DDR4 RAM / 256GB NVME SSD  15.6"" HD DISPLAY Black Colour","Rs. 32,500"
"Asus VivoBook X513E 11th Gen Core i3-1115G4 Processor, 4GB RAM, 256GB SSD, 15.6â Full HD (1920x1080) 60Hz Display Windows 11 Genuine Fingerprint,Abbsy Blue","Rs. 47,900"
"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 256 SSD / 14"" HD Display / 3 Years Warranty with OS","Rs. 120,000"
HP 15 250 G9 Intel i5 12th Gen 8GB RAM 512GB SSD 15.6″ FHD Backlit Keyboard Laptop,"Rs. 75,200"
LENOVO IDEAPAD FLEX 5 14/2IN1 RYZEN 7-4700u/16/512,"Rs. 108,000"
Acer Aspire 7 - Ryzen 5 Hexa Core 5500U/NVIDIA GTX 4GB GTX1650/16GBRAM/512GB SSD/Windows 11,"Rs. 80,999"
Lenovo Ideapad Flex 5 14IAU7 i5 12th Gen 8Gb Ram/512Gb Ssd/14″ WUXGA Touchscreen 2in1 Laptop,"Rs. 96,999"
"Acer Spin 3 - 14"" Laptop AMD Ryzen 3 3250U 2.6GHz 4GB Ram 128GB SSD Win 10 H S (Renewed)","Rs. 57,200"
HP 14s Intel i3 12th Gen 4GB RAM 256GB SSD 14″ Screen Laptop,"Rs. 52,990"
"Asus VivoBook F415EA i5 11th Gen  8GB RAM  256GB SSD  14"" FHD display","Rs. 80,000"
"Lenovo IdeaPad Slim 3 | 13th Gen Intel Core i5 | 8GB RAM 512GB SSD | 15.6"" FHD Display | Intel Integrated Graphics | Grey","Rs. 80,000"
Dell Vostro 3520 Intel Core i5 1235U – 8GB DDR4 RAM – 512GB SSD Storage – NVIDIA MX550 2GB Graphics – 15.6″ FHD 120Hz Display – Black,"Rs. 79,999"
"Modern 14 B10MW, Intel® Core™ i5-10210U , 8GB 3200 RAM, 256 NVME SSD, 14.0"" FHD IPS Level","Rs. 102,000"
"Asus Vivobook 15 | Intel Core i5 11th | 8GB RAM 512GB SSD | 15.6"" FHD WV | Backlit | Black","Rs. 69,000"
Acer Aspire 5 / Ryzen 5-5500U / 15.6″ Full HD / 8GB RAM / 512GB SSD,"Rs. 74,000"
Apple MacBook Pro 13-inch M2/8C CPU/10C GPU/16GB/512GB SSD with 1 year Insurance (Breakage) - EvoStore,"Rs. 275,000"
"ASUS Vivobook Go E1404 2023 Ryzen 3 7320 / 4GB RAM / 256GB SSD / 14"" FHD display / Magic NumPad","Rs. 61,000"
Dell Vostro 3400 Intel i5-8GB RAM-256GB SSD- 14' FHD Display,"Rs. 69,999"
"Asus Vivobook 15 Intel Core i3 11th | 4GB RAM 256GB SSD | 15.6"" FHD | Silver","Rs. 51,000"
"Asus Tuf A15 Amd Ryzen 7 6800H 16GB DDR-5 Ram 512GB SSD 4GB RTX 2050 Graphics 15.6""FHD 144Hz","Rs. 116,000"
"Lenovo Ideapad Flex 5 14"" FHD IPS 2-in-1 Touchscreen Laptop,i3 11Gen, 4GB RAM, 128GB SSD, Graphite Gray, Windows 11 Home Genuine","Rs. 62,900"
"Asus Tuf Gaming F15 - Fx506Heb 15.6 Inch,16Gb/512Gb,Intel Core I7","Rs. 146,000"
"CHUWI NEW GemiBook Pro 14"" Laptop 8GB LPDDR4  256GB SSD  2K Resolution IPS Display Metal Thin Body, Light And Portable With Bag + Free Gift","Rs. 51,899"
xLab x-Book Series XL-156P Laptop + Accessories + Security & Software,"Rs. 79,777"
"Dell Laptop Vostro 3520 | Intel i5 12th Gen | 16GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz","Rs. 83,999"
HP 15 250 G9 Intel i7 12th Gen 8GB RAM 512GB SSD 15.6″ FHD Backlit Keyboard Laptop,"Rs. 96,490"
"Acer Swift X 2021 Ryzen 7 5800U / NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 14"" FHD Display","Rs. 145,000"
ASUS ExpertBook B7 Flip B7402FEA i7-1195G7 11th Gen 16GB RAM 512GB SSD 14″ WUXGA Touch x360 Rotate Laptop,"Rs. 105,990"
HP 14S-FQ1052AU AMD Ryzen 3 5300U 8GB 256GB SSD 14 FHD Display,"Rs. 51,999"
HP 15s Ryzen 5-5500U 8 GB RAM  512 GB SSD  15.6-inch Display - OTE,"Rs. 80,000"
"Lenovo IdeaPad 1 Intel Core Celeron N4020 | 4GB RAM 256GB SSD | 15.6"" HD Display | Integrated Intel Graphics | Grey","Rs. 34,000"
"Asus Laptop 14 X415 -11th, i3, 4, 256 Gb NVME SSD, 14"" FHD, Grey, Silver, Genuine Win 10, Type C, Nano Bezel, Backlit Keyboard, Mouse, Bag, Long Battery, 2 yrs - Nagmani Internatioanl","Rs. 67,000"
Xiaomi RedmiBook 15Pro  8GB RAM  512GB SSD  i5 11th Gen  Windows 11,"Rs. 89,999"
"Asus VivoBook 14 X415EA i3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD display","Rs. 56,000"
Acer Aspire 3 15 Intel Core i3 N305 (Windows 11 Home/8 GB/ 512 GB,"Rs. 65,000"
HP Victus 15 i5 13th Gen 8GB 512GB RTX 3050 15.6 144Hz Win 11,"Rs. 118,499"
"HP Envy i7/12th Generation 13.3"" Touch Screen |  Intel Core i7-1250U | 8GB DDR4 RAM | 512GB SSD | Backlit Keyboard","Rs. 120,500"
Asus Vivobook 15 E510MA - N4020  4GB  256SSD  Intel UHD  HD TN Panel \ Win11,"Rs. 49,900"
"Dell Laptop Vostro 3520 | Intel i7 12th Gen | 16GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz | FPR","Rs. 103,999"
"ASUS VIVOBOOK X415MA Celeron Dual Core / 4GB RAM/ 256GB SSD / 14"" HD/ WINDOWS GENUINE","Rs. 49,300"
"Dynabook Tecra Toshiba A40-G Intel Celeron 5205U 1.9GHz Laptop, 4GB RAM, 128GB SSD, 14"" HD LED, Windows 10 Pro genuine","Rs. 34,900"
ASUS TUF Gaming A15 FA507RF AMD Ryzen 7-6800HS 8GB RAM 512GB SSD 15.6″ FHD 144Hz  RTX 2050 4GB Laptop,"Rs. 112,800"
"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 256GB / 15.6"" FHD Display","Rs. 71,999"
"Acer TravelMate Spin B3 2-in-1 Intel Celeron / 4GB RAM / 128GB SSD / 11.6"" TouchScreen Display","Rs. 48,000"
"Asus VivoBook X515JA-212 10th Gen Core i3-1005G1 Processor, 8GB RAM, 256GB SSD, 15.6” HD (1366x768) 60Hz 16:9  Display","Rs. 52,900"
"Asus VivoBook E410M Celeron Processer- 4GB RAM -128GB SSD 14"" HD Display - Windows Genuine","Rs. 37,000"
Dell VOSTRO 3400 I3-11TH GEN 4GB RAM 1TB HDD 14' Display,"Rs. 47,500"
"Acer Aspire 3(A315-23-A07R)AMD 3020e/4GB/128GB SSD/15.6""FHD/Win11 Notebook","Rs. 45,999"
Acer Nitro 5 i5 11TH GEN GTX 1650 144Hz 16GB RAM 512GB SSD,"Rs. 104,490"
Xiaomi RedmiBook 15  8GB RAM  256GB SSD  Windows 11  i3 11th Generation,"Rs. 74,999"
"Acer Aspire 3 Intel Celeron / 4GB RAM / 1TB HDD / 15.6"" HD Display Genuine Laptop","Rs. 39,500"
"Lenovo Flex 5 Core i5 12th Gen/ 8GB RAM/512GB SSD/ 14"" 360 Rotate Touch/ Win 11","Rs. 92,499"
"ASUS E410 - 10th Gen, Celeron, 4 GB, 256 GB, 14"", 8 Hour, BLACK, BLUE, GENUINE WIN 10,","Rs. 45,000"
"Asus ExpertBook  / Intel Core I7 11Generation / 16GB / 512GB SSD / 14"" FHD IPS Display /  Intel Iris Xe Graphics  / Fingerprint Reader / Backlit Keyboard","Rs. 97,850"
"HP Pavilion 15-EH1065AU Ryzen 5 5500U / AMD VEGA 8 / 8GB RAM / 512GB SSD / 15.6"" FHD Display / Backlight Keyboard / Fingerprint Reader","Rs. 82,000"
"Lenovo IP3 Ryzen 7 5700U/8GB RAM/256GB SSD/14"" FHD","Rs. 79,990"
"Asus VivoBook 14 (2023) X1404VA (13th Gen Core i5/ 8GB/ 512GB SSD/ 14"" FHD/ Win11/ Backlit Keyboard/ Magic Numpad/ BAG/ Blue Color) \ Nagmani International","Rs. 93,333"
"2023 Zenbook 14 UM3402YA - 7th, Ryzen 7 7730, 16Gb Ram, 1Tb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint,  Genuine Win 11, 2 Years, Jade Black - Nagmani International","Rs. 144,444"
"Dell Laptop Vostro 3510 | Intel Core i3 11th Gen | 8GB RAM | 256GB SSD | 15.6"" HD Display","Rs. 49,999"
Dell Inspiron 3511 i5  11th Gen  8GB RAM  256 GB SSD  Nvidia MX350 Graphic  15.’’6 FHD,"Rs. 85,000"
"Acer Aspire 5 2021 Ryzen 7 5700U / 8GB RAM / 512GB SSD  / 15.6"" FHD Display / Fingerprint Sensor","Rs. 78,000"
"Dell Vostro 3400 Core i5 11th Gen / 2GB Nvedia MX330 GFX/16 GB RAM/ 256GB SSD+ 1 TB HDD/14"" Display","Rs. 76,199"
DELL INSPIRON 7306 I5 11th GEN PROCESSOR 8GB RAM 512GB SSD 13.3 FHD IPS DISPLAY FINGER PRINT TOUCH SCREEN BACKLIT KEYBOARD,"Rs. 107,500"
Ryzen 3-3250U-HP-14/ 8GB RAM/ 256GB SSD/14″ HD/Windows 11 Home,"Rs. 65,000"
Lenovo Ideapad 1 / I3-1215U / 4GB RAM / 128 GB SSD / 14″ HD (1366 * 768)/ Window 11,"Rs. 50,000"
Lenovo IdeaPad 1i | Core i3-1215U | UHD | 8GB RAM | 256GB SSD | 14 HD,"Rs. 52,000"
"Asus Laptop Expertbook B3 Flip B3402FE | Intel i5 11th Gen | 16GB DDR4 RAM | 512GB SSD |  14"" FHD Touch","Rs. 84,999"
Acer Aspire 5 A515-56-32DK,"Rs. 53,550"
"Dell Laptop Vostro 3520 | Intel Core i7 12th Gen | 8GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz","Rs. 99,999"
Dell Vostro 3400 I3 11th Gen 8GB-512GB SSD+1TB HDD 14' Display,"Rs. 67,999"
Acer Nitro 5 i5 11th Gen 8Gb Ram 512Gb Ssd Gtx 1650 144hz,"Rs. 99,999"
"Asus Vivobook 14 X1402ZA, i3, 12th Gen Core, 4Gb, 256Gb SSD, 14"" Display, Windows11, Backlit Keyboard, Magic Numpad | Nagmani International","Rs. 71,111"
"Dell Laptop Vostro 3520 | Intel i5 11th Gen | 8GB RAM | 256GB SSD | 15.6"" HD Display","Rs. 66,499"
Asus Expertbook B2402CBA EK0212 i7 12th Gen 12 Cores 32GB RAM 512GB SSD + 1TB HDD 14″ FHD Screen Laptop,"Rs. 108,999"
"Dell Laptop Vostro 3510 | Intel Core i3 11th Gen | 8GB RAM | 512GB SSD | 15.6"" HD Display","Rs. 53,999"
Dell Vostro 3400 I3-8GB-256GB SSD -11th Gen 14' Display,"Rs. 49,900"
"HP Laptop 15S-EQ2116AU AMD Ryzen 5 5500U 512GB SSD 8GB DDR4 RAM 15.6 Inches FHD ,IPS, LED Display","Rs. 73,000"
"Lenovo IdeaPad 1 15AMN7 Ryzen 5 7520U/8GB RAM/256GB SSD/15.6"" FHD/ Laptop","Rs. 61,999"
Dell Vostro 3520 | Core™ i5-1235U | GeForce MX 550 | 8GB RAM | 512GB SSD | 15.6″ FHD,"Rs. 85,999"
Dell Inspiron 3520 - i7 16GB | 512GB SSD |15.6FHD Touch,"Rs. 107,000"
"Lenovo Yoga Slim Pro 14 Core i7 12th gen/16GB RAM/1TB SSD/14"" 2.8K OLED/ Win 11","Rs. 175,499"
"CHUWI HeroBook Plus 15.6"" Windows 10 Laptop 丨8GB LPDDR4丨256GB SSD丨IPS Display  Windows 10 Home, Plastic Thin Body, Light and Portable With Bag + Free Gift","Rs. 52,999"
"Asus Gaming ROG Strix G513RC-HN056 Amd Ryzen 7 6800H 8GB DDR-5 Ram 1TB Nvme SSD 4GB RTX 3050 15.6""FHD 144Hz","Rs. 142,000"
"Dell Laptop Vostro 3520 | Intel Core i7 12th Gen | 16GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz","Rs. 103,999"
"Lenovo Thinkpad L13 (Business Series) Core i3 12th Gen/ 8GB RAM/256GB SSD/13.3"" FHD IPS/Backlit Keyboard/ Win 11 Pro Genuine","Rs. 64,999"
"Acer Nitro 5 i5 12th Gen | 16GB RAM | 512GB SSD | RTX 3050Ti 4GB Graphics | 15.6"" FHD 144hz Laptop","Rs. 119,999"
"Acer Swift 3 2021 Ryzen 3 5300U / AMD Vega 8 / 8GB RAM / 256GB SSD / 14"" FHD Display","Rs. 79,000"
Dell Inspiron 7405 2-in-1 Ryzen 5 4500U / 8GB RAM / 256GB SSD / 14'' FHD 360-degree Touch Screen Display,"Rs. 89,000"
Dell Inspiron 15 3511  i3 1115G4  8GB  256SSD  Intel UHD  FHD  Win11,"Rs. 69,500"
"Acer Aspire Fun S40 2021 i5 11th Gen / 16GB RAM / 512GB SSD / 14"" FHD Display","Rs. 84,999"
HP 14 AMD Ryzen 3 Processor  4 GB RAM  256 GB SSD 14 inch Display,"Rs. 65,000"
"Asus Zenbook Core i5 1035G7 8GBRAM 256GB SSD 13.3""  Windows 10","Rs. 96,000"
"Dell Inspiron 3501 | 11th Gen Intel® Core™ i5-1135G7 | RAM 8GB + 512GB SSD | 15.6"" FHD | Windows 10 Home","Rs. 93,000"
"Asus TUF A15 2023 FA507NU Ryzen 7 7735HS / RTX 4050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","Rs. 183,000"
"Asus VivoBook 14 2023 X1404ZA i5 13th Gen / 8GB RAM/ 512GB SSD / 14"" FHD display / Backlight Keyboard / Magic NumPad","Rs. 93,000"
Asus Vivobook 14 E410MA - N4020 | 4GB | 256SSD | Intel UHD,"Rs. 40,000"
"MSI Modern 14 Ryzen 7 7730U/16GB RAM/512 GB SSD/14"" FHD/Backlit Keyboard/Win11","Rs. 113,990"
"Dell lnspiron 15 3511 i5-8GB-512GB-15.6""FHD","Rs. 82,999"
Lenovo Ideapad 5 Ryzen-5 5625U 16 Gb Ram/ 1 Tb Ssd,"Rs. 94,500"
Laptop Dell Vostro 3510 Notebook I5 Processor/ 8 GB RAM/256 GB SSD,"Rs. 78,000"
"Asus e510 - 10th gen, celeron, 4 gb, 256 gb, 15.6"",peacock blue, black, genuine windows 10, 2 year international warranty","Rs. 43,900"
"Asus Vivobook M1503Qa -5Th, Ryzen 5 5600H, 8 Gb, 512 Gb Nvme Ssd, 15.6 Inch Oled Display, Fingerprint","Rs. 116,000"
"Asus L510MA-WB04 Celeron / 4GB RAM / 128 SSD / 15.6"" (1920x1080) / Win 10 Genuine","Rs. 38,990"
HP Laptop 15s-eq2116AU,"Rs. 71,500"
"Asus e410 - 10th gen, celeron, 4 gb, 256 gb, 14"", 8 hour, black, blue, genuine win 10, 2 year international warranty","Rs. 43,900"
"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display","Rs. 135,000"
Dell lnspirion15 3501- i5-1135G7-4GB-1TB-WS10 FHD- NVIDIA MX350 2GB GDDR5 Black,"Rs. 85,000"
Dell Inspiron 3501  Core i5  11th Gen  8GB RAM  256GB HDD  15.6” FHD Display,"Rs. 78,000"
"Lenovo Legion5 Gaming Ryzen5 8gb/512gb/15.6""120hz/Rtx3050ti 4gb graphic/win11","Rs. 118,000"
"Dell Inspiron 3511 i5 11th Gen 8GB 512SSD Nvme 15.6"" FHD  Win 11 Laptop","Rs. 85,999"
Asus TUF A15 / Ryzen 7 6800H / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6″ 144Hz,"Rs. 135,990"
Dell Vostro 3510  i3-1115G4 Processor 8GB / 256GB NVMe/Intel UHD/15.6-inch FHD (1920x1080) Anti-Glare LED-Backlit Display,"Rs. 70,000"
"Asus Vivobook X1402Za-Eb474W - 12Th I3  14 Inch,4Gb/256Gb,Intel Core I3","Rs. 71,111"
Acer Swift 3  Intel Core i7-1165G7 2.80GHz 8GB RAM 512GB SSD W11H | SF314-511-7412,"Rs. 96,499"
"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 85,000"
"HP ProBook 635 G8 AMD Ryzen™ 5 5600 2.30GHz 512GB SSD 16GB 13.3"" (1920x1080) BT WIN10 Pro Webcam SILVER Backlit Keyboard FP Reader 0.78"" thin, 3.8 lbs..","Rs. 99,990"
HP 14s Laptop/ Intel Core-i5/8GB RAM/ 512 GB SSD/ 14 Inch FHD Display/ Windows 10 Home Genuine,"Rs. 105,000"
HP 15S Ryzen 5 5500U  / 512GB SSD / 8GB RAM / 15.6″ FHD Display,"Rs. 75,500"
Asus ExpertBook Flip B7402F/Core I7-1260P/32GB RAM/1TB/14FHDSSD/,"Rs. 125,000"
MSI GF63 Thin 10SC| i5-10th Gen 10500H | 8GB | 512GB | NVIDIA GTX 1650-4GB| Win 10,"Rs. 100,900"
"HP ProBook 440 G9 Core i5 12th Gen/16GB RAM/512GB SSD/14"" Screen/Win 10 Pro/Fingerprint(Business Series)","Rs. 96,399"
Acer Nitro 5 AMD RYZEN 7 RTX 3060 8gb/512gb,"Rs. 167,000"
"Asus TUF F15 2021 FX506HEB i7 11Th Gen 8 Core / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","Rs. 200,830"
Acer Swift X/14″ FHD/ Ryzen 5 5500U/NVIDIA GTX 1650/8GB RAM /512GB SSD,"Rs. 98,500"
ASUS TUF A15 FA507R / AMD RYZEN7-6800H / 8GB RAM DDR5 4800MHZ / 512GBNVME SSD / FULL HD IPS DISPLAY / 144HZ REFRESH RATE / RTX 2050 4GB DEDICATED GRAPHICS / WINDOW 11,"Rs. 115,500"
Dell Inspiron 3520 - i7 - 1255U | 8GB | 512GB SSD | Intel UHD | FHD,"Rs. 119,500"
"Acer Laptop Aspire 3 A315 | AMD Ryzen 5 7520U | 8GB DDR4 RAM | 256GB NVME SSD | 15.6"" FHD IPS DISPLAY","Rs. 64,500"
"RedmiBook 15 Pro Intel Core i5 11th Gen 15.6-inch Thin and Light Laptop (8GB/512 GB SSD/Windows 10 Home) (Charcoal Gray, 1.8 kg, with MS Office)","Rs. 88,199"
"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10","Rs. 69,999"
"Asus VivoBook 15 X1502 i3 12th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD display / Backlight Keyboard / Magic NumPad","Rs. 71,000"
"Acer Aspire 5 2023 Model 13 Generation I5 Processor 8 GB RAM 512 GB SSD 15.6"" Display Grey - OTE","Rs. 95,000"
"Acer Nitro 5 Ryzen 7 5800H/16GB RAM/512GB SSD/ 15.6"" 144Hrz/ RTX 3060/ RGB Backlit/ Win 11 Genuine","Rs. 146,990"
"Dell Inspiron 5425 AMD Ryzen 7 5825U/ 16GB RAM 512GB SSD/ 14"" FHD+ (1920 x 1200) Display/ AMD Radeon Graphics/ Backlit & Fingerprint","Rs. 102,000"
Acer Aspire 5 Thin and Light Laptop 13th Gen Intel Core i5 (Windows 11 Home/16 GB/512 GB SSD,"Rs. 92,000"
Acer NiTRO 5 i5 10th Gen 8gb Ram 512gb Ssd Rtx 3060 144hz,"Rs. 119,290"
"Asus ROG Strix G15 2021 G513QC Ryzen 5 5600H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 158,000"
"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse | Nagmani International","Rs. 146,666"
"xLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display","Rs. 60,000"
"Asus Vivobook 15 X1502ZA, i5, 12th Gen , 8Gb, 512Gb Ssd, 15.6"" Display, Windows 11, Backlit Keyboard, Fingerprint | Nagmani International","Rs. 104,000"
"Asus ROG Zephyrus G15 2021 GA503QE Ryzen 9 5900HX / RTX 3050Ti / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","Rs. 265,045"
"HP Pavilion 15-EH1070 Ryzen 7 5700U / AMD VEGA 8 / 8GB RAM / 512GB SSD / 15.6"" FHD Display / Backlight Keyboard / Fingerprint Reader","Rs. 92,000"
Lenovo Ideapad 1 AMD Ryzen 5-7520U 8 GB RAM 256 GB SSD,"Rs. 70,000"
Acer Aspire 5 Laptop 11 Gen I5/8 GB RAM/256 GB SSD/15.6 inch Display- OTE Nepal,"Rs. 80,000"
"Asus Vivobook 14"" | i5 1135G7 | 8GB | 512SSD | Intel Iris Xe | FHD | Win10 Home","Rs. 95,000"
"Dell Vostro 3520 Intel Core i7-12th Gen 8GB 512GB SSD Nvidia MX550 Graphics 15.6""FHD","Rs. 102,000"
"Dell G15 G15RE-A951GRY I AMD Ryzen5 5600H I 8GB RAM I 512GB SSD I NVIDIA RTX 3050 4GB GPU I Windows 11 Home I 15.6"" FHD 120Hz Gaming Laptop","Rs. 118,999"
Lenovo ideapad 3 i3 11th gen 4 gb ram 256 ssd,"Rs. 49,999"
RedmiBook 15 Pro - intel i5- 11th gen- 8gb ram 512gb ssd windows 11,"Rs. 89,999"
Acer Aspire 5 2022 Intel Core I5 12 Gen 8 GB RAM/256 GB 15.6 inch Display - OTE,"Rs. 80,000"
"Asus vivobook 15 k513ea i5 11th gen / 8gb ram / 512gb ssd/ 15.6"" fhd ips display / fingerprint / gold / bagpack / mouse","Rs. 105,000"
"Dell Inspiron 15 3515 / AMD Ryzen 3 3250U / 4GB / 1TB HDD / Radeon Graphics / 15.6"" FHD","Rs. 63,900"
Dell 5420 I7-12Th Gen 16 Gb Ram/ 512 Gb Ssd,"Rs. 130,200"
Yoga S.7 Pro Ryzen-7 16 Gb Ram/ 1 Tb Ssd,"Rs. 151,200"
"Acer Nitro 5 12th Gen Intel Core i7/ 8GB DDR5 RAM 512GB SSD/ 15.6"" FHD 144Hz/ NVIDIA GeForce RTX 4050 6GB/ 4-Zone RGB Keyboard/ Black/ No OS","Rs. 165,000"
"Lenovo Thinkbook 14 i7 12th Gen 8GB 512ssd 14"" Laptop","Rs. 109,000"
Lenovo Ideapad 3 AMD Ryzen 5 5500U processor/ 8GB RAM/ 256 GB SSD/ 14 FULL HD Display,"Rs. 65,500"
"Acer Nitro 5 / i5 12th Gen / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz","Rs. 122,390"
Lenovo Legion 5 AMD Ryzen7-5800H 16GB Ram/ 512GB SSD / RTX 3060 6gb/ 165Hz FHD IPS Display,"Rs. 215,000"
"Lenovo ThinkPad P14S Core i7 11th Gen/ 16GB RAM/512 GB SSD/Nvidia Quadro 4GB Graphics/14"" IPS FHD/Backlit Keyboard /Fingerprint / Win 11 Pro (Workstation)","Rs. 178,499"
"Asus Vivobook Pro M6400rc -6th, Ryzen 7 6700h, 16 GB, 1TB NVME SSD , 14 inch Oled Display, Magic Numpad, Fingerprint, Nvidia RTX 3050, Backlit Keyboard","Rs. 200,000"
Dell Vostro 3400 / Core I5 11th Gen / 8GB RAM / 256GB SSD / 14 Inch FHD,"Rs. 67,990"
Dell lnspiron 15 3505 R7-3700U-8GB-512GB-AMD Radeon -FHD-WS10-Accent Black,"Rs. 90,000"
"Dell Vostro 3400 i5 11th Gen / 8GB RAM / 256GB SSD / Nvidia MX330 / 14"" FHD Display","Rs. 85,000"
"Asus 2023 Zenbook 17 Fold Oled Ux9702Aa-Md007W - New 17.3 Inch,16Gb/1Tb,Amd","Rs. 555,555"
Dell Vostro 3510 I5-1135G7 Processor  8Gb / 256Gb Nvme /Intel Iris Xe/15.6-Inch Fhd (1920X1080) Anti-Glare Led-Backlit Display,"Rs. 92,000"
Dell Vostro 3510 i5 11th Gen 8GB 512ssd 15.6FHD Screen Backlit Keyboard Laptop,"Rs. 69,400"
HP Victus 15 Gaming i7-12650H 12th Gen|16GB RAM|512GB SSD|15.6″ Full HD 144Hz|NVIDIA RTX 3050Ti 4GB| Windows 11 Home,"Rs. 150,000"
"Lenovo IdeaPad Flex 3 11ADA05 2021 AMD Athlon / 4GB RAM / 256GB SSD / 11.6"" FHD 360 Touch display","Rs. 58,000"
"Asus Zenbook Duo UX482 - 11th, i7, 16, SSD 1Tb, Dual Screen, 14: Nano Edge FHD LED + 2nd Touch Screen 12.6"", Nvidia MX450 2 GB, Windows 10, 2 years, Sleeve, Blue | Nagmani Interantional","Rs. 220,000"
"Asus VivoBook 14 X415EA i3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD display","Rs. 57,000"
